Designator,Mid X,Mid Y,Rotation,Layer
BT1,256.5,-153.1,0.0,top
BT2,256.5,-191.2,180.0,top
BT3,256.5,-229.3,0.0,top
BT4,256.5,-267.6,180.0,top
BT5,390.3,-267.6,180.0,top
BT6,390.3,-229.3,0.0,top
BT7,390.3,-191.2,180.0,top
BT8,390.3,-153.1,0.0,top
J1_2,323.8375,-165.93,0.0,top
J1,404.8,-156.725,180.0,top
J3,323.4,-138.275,0.0,top
J4,383.467,-156.3,0.0,top
RSENSE1,323.5,-150.4,180.0,top
